Common name,Count,Year,Month,Day,Location,Month as a number
Four-spotted Skimmer,1,2016,Jun,28,Bowley Pond,6
Pond Damsels,1,2016,Jun,28,Bowley Pond,6
Dot-tailed Whiteface,1,2016,Jun,28,Bowley Pond,6
Pond Damsels,1,2016,Jun,28,Bowley Pond,6
Pond Damsels,4,2016,Jun,28,Bowley Pond,6
Pond Damsels,1,2016,Jun,28,Bowley Pond,6
Pond Damsels,1,2016,Jun,28,Bowley Pond,6
Pond Damsels,1,2016,Jun,28,Bowley Pond,6
Pond Damsels,2,2016,Jun,28,Bowley Pond,6
Pond Damsels,5,2016,Jun,28,Bowley Pond,6
Dot-tailed Whiteface,1,2016,Jun,28,Bowley Pond,6
Pond Damsels,4,2016,Jun,28,Bowley Pond,6
Pond Damsels,2,2016,Jun,28,Bowley Pond,6
Pond Damsels,2,2016,Jun,28,Bowley Pond,6
Dot-tailed Whiteface,1,2016,Jun,28,Bowley Pond,6
Pond Damsels,3,2016,Jun,28,Bowley Pond,6
Dot-tailed Whiteface,1,2016,Jun,28,Bowley Pond,6
Pond Damsels,6,2016,Jun,28,Bowley Pond,6
Pond Damsels,1,2016,Jun,28,Bowley Pond,6
Pond Damsels,2,2016,Jun,28,Bowley Pond,6
Pond Damsels,1,2016,Jun,28,Bowley Pond,6
Pond Damsels,1,2016,Jun,28,Bowley Pond,6
Pond Damsels,5,2016,Jun,28,Bowley Pond,6
Pond Damsels,1,2016,Jun,28,Bowley Pond,6
Pond Damsels,2,2016,Jun,28,Bowley Pond,6
Pond Damsels,3,2016,Jun,28,Bowley Pond,6
NOT ODONATA,1,2016,Jun,28,Bowley Pond,6
Pond Damsels,2,2016,Jun,28,Bowley Pond,6
Pond Damsels,2,2016,Jun,28,Bowley Pond,6
Dot-tailed Whiteface,1,2016,Jun,28,Bowley Pond,6
Common Whitetail,1,2016,Jun,28,Bowley Pond,6
Pond Damsels,3,2016,Jun,28,Bowley Pond,6
Pond Damsels,2,2016,Jun,28,Bowley Pond,6
Canada Darner,1,2016,Jun,28,Bowley Pond,6
Pond Damsels,1,2016,Jun,28,Bowley Pond,6
Pond Damsels,4,2016,Jun,28,Bowley Pond,6
Dot-tailed Whiteface,1,2016,Jun,28,Bowley Pond,6
Pond Damsels,3,2016,Jun,28,Bowley Pond,6
Saffron-winged Meadowhawk,2,2017,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,1,2017,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,5,2017,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,3,2017,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,3,2017,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,2,2017,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,3,2017,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,5,2017,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,3,2017,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,1,2017,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,3,2017,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,1,2017,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,1,2017,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,5,2017,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,1,2017,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,1,2017,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,1,2017,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,3,2017,Aug,1,Bog Pond,8
Variable Darner,1,2017,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,3,2017,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,1,2017,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,2,2017,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,2,2017,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,2,2017,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,1,2017,Aug,1,Bog Pond,8
Variable Darner,3,2017,Aug,1,Bowley Pond,8
Saffron-winged Meadowhawk,4,2017,Aug,1,Bowley Pond,8
Saffron-winged Meadowhawk,5,2017,Aug,1,Bowley Pond,8
Saffron-winged Meadowhawk,1,2017,Aug,1,Bowley Pond,8
Autumn Meadowhawk,2,2017,Aug,1,Bowley Pond,8
Variable Darner,1,2017,Aug,1,Bowley Pond,8
White-faced Meadowhawk,7,2017,Aug,1,Bowley Pond,8
Saffron-winged Meadowhawk,6,2017,Aug,1,Bowley Pond,8
Variable Darner,2,2017,Aug,1,Bowley Pond,8
Saffron-winged Meadowhawk,4,2017,Aug,1,Bowley Pond,8
Variable Darner,6,2017,Aug,1,Bowley Pond,8
Saffron-winged Meadowhawk,3,2017,Aug,1,Bowley Pond,8
Saffron-winged Meadowhawk,1,2017,Aug,1,Bowley Pond,8
Variable Darner,1,2017,Aug,1,Bowley Pond,8
Variable Darner,1,2017,Aug,1,Bowley Pond,8
Saffron-winged Meadowhawk,1,2017,Aug,1,Bowley Pond,8
White-faced Meadowhawk,1,2017,Aug,1,Bowley Pond,8
Saffron-winged Meadowhawk,1,2017,Aug,1,Bowley Pond,8
Variable Darner,1,2017,Aug,1,Bowley Pond,8
Saffron-winged Meadowhawk,1,2017,Aug,1,Bowley Pond,8
Saffron-winged Meadowhawk,2,2017,Aug,1,Bowley Pond,8
Variable Darner,2,2017,Aug,1,Bowley Pond,8
Saffron-winged Meadowhawk,1,2017,Aug,1,Bowley Pond,8
Variable Darner,1,2017,Aug,1,Bowley Pond,8
Variable Darner,2,2017,Aug,1,Bowley Pond,8
Saffron-winged Meadowhawk,3,2017,Aug,1,Bowley Pond,8
Saffron-winged Meadowhawk,2,2017,Aug,1,Bowley Pond,8
Saffron-winged Meadowhawk,1,2017,Aug,1,Bowley Pond,8
Saffron-winged Meadowhawk,4,2017,Aug,1,Bowley Pond,8
Saffron-winged Meadowhawk,2,2017,Aug,1,Bowley Pond,8
White-faced Meadowhawk,1,2017,Aug,1,Bowley Pond,8
Variable Darner,1,2017,Aug,1,Bowley Pond,8
Saffron-winged Meadowhawk,2,2017,Aug,1,Bowley Pond,8
Variable Darner,1,2017,Aug,1,Bowley Pond,8
Saffron-winged Meadowhawk,2,2017,Aug,1,Bowley Pond,8
Variable Darner,1,2017,Aug,1,Bowley Pond,8
Saffron-winged Meadowhawk,1,2017,Aug,1,Bowley Pond,8
Variable Darner,1,2017,Aug,1,Bowley Pond,8
Saffron-winged Meadowhawk,1,2017,Aug,1,Bowley Pond,8
White-faced Meadowhawk,3,2017,Jul,31,Bells Pond,7
White-faced Meadowhawk,3,2017,Jul,31,Bells Pond,7
White-faced Meadowhawk,1,2017,Jul,31,Bells Pond,7
White-faced Meadowhawk,1,2017,Jul,31,Bells Pond,7
White-faced Meadowhawk,1,2017,Jul,31,Bells Pond,7
White-faced Meadowhawk,1,2017,Jul,31,Bells Pond,7
White-faced Meadowhawk,1,2017,Jul,31,Bells Pond,7
White-faced Meadowhawk,1,2017,Jul,31,Bells Pond,7
Lance-tipped Darner,5,2017,Jul,31,John Archies Pond,7
Lance-tipped Darner,3,2017,Jul,31,John Archies Pond,7
NA,0,2017,Jul,31,John Archies Pond,7
Lance-tipped Darner,3,2017,Jul,31,John Archies Pond,7
Lance-tipped Darner,1,2017,Jul,31,John Archies Pond,7
Lance-tipped Darner,1,2017,Jul,31,John Archies Pond,7
Lance-tipped Darner,1,2017,Jul,31,John Archies Pond,7
Lance-tipped Darner,3,2017,Jul,31,John Archies Pond,7
Lance-tipped Darner,2,2017,Jul,31,John Archies Pond,7
Lance-tipped Darner,2,2017,Jul,31,John Archies Pond,7
Lance-tipped Darner,5,2017,Jul,31,John Archies Pond,7
Frosted Whiteface,1,2017,Jun,28,Bells Pond,6
NA,0,2017,Jun,28,Bells Pond,6
NA,0,2017,Jun,28,Bells Pond,6
Beaverpond Baskettail,1,2017,Jun,28,Bells Pond,6
NA,0,2017,Jun,28,Bells Pond,6
White-faced Meadowhawk,1,2017,Jun,28,Bells Pond,6
NA,0,2017,Jun,28,Bells Pond,6
NA,0,2017,Jun,28,Bells Pond,6
NA,0,2017,Jun,28,Bells Pond,6
Darner,1,2017,Jun,29,Bowley Pond,6
Frosted Whiteface,1,2017,Jun,29,Bowley Pond,6
Frosted Whiteface,1,2017,Jun,29,Bowley Pond,6
Four-spotted Skimmer,1,2017,Jun,29,Bowley Pond,6
Frosted Whiteface,1,2017,Jun,29,Bowley Pond,6
Frosted Whiteface,1,2017,Jun,29,Bowley Pond,6
Frosted Whiteface,1,2017,Jun,29,Bowley Pond,6
Band-winged Meadowhawk,4,2018,Aug,1,Bog Pond,8
Band-winged Meadowhawk,2,2018,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,5,2018,Aug,1,Bog Pond,8
Band-winged Meadowhawk,7,2018,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,2,2018,Aug,1,Bog Pond,8
Band-winged Meadowhawk,5,2018,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,2,2018,Aug,1,Bog Pond,8
Band-winged Meadowhawk,1,2018,Aug,1,Bog Pond,8
NA,1,2018,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,5,2018,Aug,1,Bog Pond,8
Band-winged Meadowhawk,2,2018,Aug,1,Bog Pond,8
Band-winged Meadowhawk,2,2018,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,1,2018,Aug,1,Bog Pond,8
Band-winged Meadowhawk,1,2018,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,5,2018,Aug,1,Bog Pond,8
Band-winged Meadowhawk,4,2018,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,7,2018,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,3,2018,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,4,2018,Aug,1,Bog Pond,8
Band-winged Meadowhawk,6,2018,Aug,1,Bog Pond,8
Band-winged Meadowhawk,1,2018,Aug,1,Bog Pond,8
Band-winged Meadowhawk,4,2018,Aug,1,Bog Pond,8
Band-winged Meadowhawk,3,2018,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,3,2018,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,2,2018,Aug,1,Bog Pond,8
Band-winged Meadowhawk,1,2018,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,1,2018,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,3,2018,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,3,2018,Aug,1,Bog Pond,8
Band-winged Meadowhawk,1,2018,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,7,2018,Aug,1,Bog Pond,8
Band-winged Meadowhawk,5,2018,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,3,2018,Aug,1,Bog Pond,8
Band-winged Meadowhawk,1,2018,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,9,2018,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,1,2018,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,1,2018,Aug,1,Bog Pond,8
Band-winged Meadowhawk,1,2018,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,1,2018,Aug,1,Bog Pond,8
Band-winged Meadowhawk,6,2018,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,4,2018,Aug,1,Bog Pond,8
Band-winged Meadowhawk,13,2018,Aug,1,Bog Pond,8
White-faced Meadowhawk,1,2018,Aug,1,Bog Pond,8
Band-winged Meadowhawk,1,2018,Aug,1,Bog Pond,8
Band-winged Meadowhawk,4,2018,Aug,1,Bog Pond,8
Band-winged Meadowhawk,1,2018,Aug,1,Bowley Pond,8
Variable Darner,5,2018,Aug,1,Bowley Pond,8
Band-winged Meadowhawk,4,2018,Aug,1,Bowley Pond,8
Variable Darner,1,2018,Aug,1,Bowley Pond,8
Band-winged Meadowhawk,3,2018,Aug,1,Bowley Pond,8
Band-winged Meadowhawk,4,2018,Aug,1,Bowley Pond,8
Band-winged Meadowhawk,1,2018,Aug,1,Bowley Pond,8
Band-winged Meadowhawk,2,2018,Aug,1,Bowley Pond,8
Variable Darner,3,2018,Aug,1,Bowley Pond,8
White-faced Meadowhawk,4,2018,Aug,1,Bowley Pond,8
Band-winged Meadowhawk,9,2018,Aug,1,Bowley Pond,8
Band-winged Meadowhawk,2,2018,Aug,1,Bowley Pond,8
Band-winged Meadowhawk,1,2018,Aug,1,Bowley Pond,8
Band-winged Meadowhawk,1,2018,Aug,1,Bowley Pond,8
Saffron-winged Meadowhawk,1,2018,Aug,1,Bowley Pond,8
Damselfly,1,2018,Aug,1,Bowley Pond,8
Band-winged Meadowhawk,2,2018,Aug,1,Bowley Pond,8
Band-winged Meadowhawk,2,2018,Aug,1,Bowley Pond,8
Variable Darner,2,2018,Aug,1,Bowley Pond,8
Band-winged Meadowhawk,6,2018,Aug,1,Bowley Pond,8
Band-winged Meadowhawk,1,2018,Aug,1,Bowley Pond,8
Band-winged Meadowhawk,9,2018,Aug,1,Bowley Pond,8
Band-winged Meadowhawk,9,2018,Aug,1,Bowley Pond,8
Damselfly,1,2018,Aug,1,Bowley Pond,8
Saffron-winged Meadowhawk,1,2018,Aug,1,Bowley Pond,8
Band-winged Meadowhawk,1,2018,Aug,1,Bowley Pond,8
Damselfly,1,2018,Aug,1,Bowley Pond,8
Band-winged Meadowhawk,4,2018,Aug,1,Bowley Pond,8
Band-winged Meadowhawk,2,2018,Aug,1,Bowley Pond,8
Band-winged Meadowhawk,2,2018,Aug,1,Bowley Pond,8
Variable Darner,1,2018,Aug,1,Bowley Pond,8
Band-winged Meadowhawk,10,2018,Aug,1,Bowley Pond,8
Damselfly,4,2018,Jul,1,John Archies Pond,7
Damselfly,1,2018,Jul,1,John Archies Pond,7
Damselfly,8,2018,Jul,1,John Archies Pond,7
Variable Darner,2,2018,Jul,31,Bells Pond,7
Saffron-winged Meadowhawk,1,2018,Jul,31,Bells Pond,7
Band-winged Meadowhawk,1,2018,Jul,31,Bells Pond,7
Damselfly,2,2018,Jul,31,Bells Pond,7
Band-winged Meadowhawk,1,2018,Jul,31,Bells Pond,7
